Cmpnd_short,Cmpnd_full,Formula,Mass,RT,CAS_ID,p_mix3,p_mix4,p_mix5,p_mix6,p_mix7,p_mix8,p_mix9,p_set1_blue_546_R2,p_set1_blue_617_R4,p_set1_blue_618_R1,p_set1_blue_648_R3,p_set1_blue_669_L1,p_set1_blue_713_R2,p_set1_blue_773_R8,p_set1_gray_551_L2,p_set1_gray_573_R2,p_set1_gray_608_R3,p_set1_gray_796_L1,p_set1_gray_796_R5,p_set1_gray_843_L4,p_set1_gray_843_L5,p_set1_green_574_R1,p_set1_green_592_L3,p_set1_green_593_R1,p_set1_green_614_R4,p_set1_green_675_L6,p_set1_green_675_L9,p_set1_green_773_L2,p_set1_pink_670_L3,p_set1_pink_672_L1,p_set1_pink_686_R1,p_set1_pink_751_L1,p_set1_pink_754_L1,p_set1_pink_847_R2,p_set1_pink_847_R3,p_set1_purple_552_R5,p_set1_purple_552_R6,p_set1_purple_605_L3,p_set1_purple_608_L1,p_set1_purple_611_L4,p_set1_purple_621_L1,p_set1_purple_843_L7,p_set1_yellow_599_L3,p_set1_yellow_666_R2,p_set1_yellow_670_R3,p_set1_yellow_672_R5,p_set1_yellow_751_L3,p_set1_yellow_751_R4,p_set1_yellow_847_R6,p_set2_blue_561_L3,p_set2_blue_592_R4,p_set2_blue_617_L3,p_set2_blue_617_L4,p_set2_blue_669_L2,p_set2_blue_669_L4,p_set2_blue_675_R2,p_set2_blue_772_R1,p_set2_gray_551_R3,p_set2_gray_610_L2,p_set2_gray_611_L5,p_set2_gray_621_R1,p_set2_gray_621_R2,p_set2_gray_796_L2,p_set2_gray_796_R1,p_set2_gray_796_R4,p_set2_green_593_R3,p_set2_green_661_R2,p_set2_green_675_L1,p_set2_green_675_L3,p_set2_green_675_L7,p_set2_green_772_L2,p_set2_green_773_R7,p_set2_pink_670_L2,p_set2_pink_670_L5,p_set2_pink_670_L6,p_set2_pink_730_L3,p_set2_pink_730_R1,p_set2_pink_754_L3,p_set2_pink_847_L1,p_set2_purple_552_L1,p_set2_purple_552_R2,p_set2_purple_552_R4,p_set2_purple_573_R4,p_set2_purple_608_L4,p_set2_purple_610_R2,p_set2_purple_632_R1,p_set2_purple_843_L2,p_set2_yellow_599_R2,p_set2_yellow_670_R4,p_set2_yellow_672_R1,p_set2_yellow_672_R6,p_set2_yellow_686_R2,p_set2_yellow_752_L1,p_set2_yellow_753_R3,p_set2_yellow_847_L4,p_solv2
pC134,4-Hydroxy Nonenal Glutathione,C19 H33 N3 O8 S,463.1996,5.28,00-00-039,5036.936071,5663.239159,5881.203827,5716.697015,6066.434819,5504.894813,5101.109095,3819.88996,4097.827652,7609.393201,5972.067161,1908.408395,2057.715759,3881.476523,7003.789026,5649.106029,2751.381897,9448.354421,9921.087695,4299.950382,5351.614391,4238.551264,14471.93969,12065.80721,2804.684588,2947.616427,7662.227772,3685.949566,3071.531075,5713.106845,3932.435839,5547.212549,7360.673825,5368.353472,9023.063092,4520.976947,2292.612124,1523.053213,6820.313548,4754.807152,9988.628258,6653.987733,4647.550514,3440.869208,4466.592274,8351.372849,1506.167897,7179.161423,5183.180656,2640.423909,3124.357363,2455.959072,2646.80441,1954.076195,3096.200903,4178.875857,5088.110598,3892.598794,10689.19686,2289.224433,7614.90151,5913.357572,6162.093573,7560.480649,6632.65901,5865.15778,3027.915968,11313.12749,6604.021181,5420.264831,7258.964035,5561.137686,7341.952227,6385.250789,8982.791442,2071.368244,7569.563889,9270.803238,4514.236297,5611.269832,4435.732008,5682.611896,2760.313566,2249.213205,2028.699612,272.2215377,6298.852567,4076.105661,6755.98933,4159.651161,4831.86794,4443.582254,5490.790506,7429.118474,3245.470522,748.5160785
pC135,UTP,C9 H15 N2 O15 P3,483.9686,8.44,63-39-8,31533.20609,32915.25538,32481.69895,31625.66524,23975.48402,25020.43895,24912.13619,7442.553776,7009.289657,20375.12597,38532.50201,13532.21195,20558.28745,23830.71449,35488.75428,14175.5187,36880.65112,28393.2266,17969.08935,77397.80478,72882.8019,39676.84639,4391.926176,10607.54927,18655.62251,13025.52289,43568.68133,15827.53613,27155.44211,58870.12682,19668.17878,26785.74904,2893.469634,4445.657843,26703.00084,65340.96214,44934.27285,56446.67111,27333.52834,51459.35969,84443.92959,27379.40642,49004.99026,19382.1896,21076.35368,22899.72753,21518.28658,19162.99102,21863.97897,3124.611955,5588.602816,1801.205638,5372.375908,,2235.526054,15867.68008,66481.21177,13156.28391,19043.44573,37970.45353,67495.71221,57069.27129,60395.48381,19568.78819,33021.49146,12552.52787,2685.261553,7810.707905,29410.49538,29381.71251,20739.4333,45920.79502,22114.25112,20524.21145,13944.4741,1530.479911,8517.216395,8534.560143,26301.54225,66281.86039,45701.07065,39258.90699,23904.96854,20847.42983,2902.482363,,64585.63406,47400.99273,20211.29804,73808.50113,54328.4357,,28741.21661,22189.08227,17134.75557,
pC136,CDP-Choline,C14 H26 N4 O11 P2,488.1075,7.88,987-78-0,20069.17519,19640.5568,20486.92827,19223.55158,16528.22204,15381.62203,17473.85771,11811.28154,41581.89175,27262.07166,7172.856808,24295.63036,6046.324874,5855.925186,7568.583982,21868.19912,13163.76164,5941.180074,3011.742471,8035.215145,9927.72646,6074.321795,24588.12297,5661.465352,7206.76158,5240.019649,4938.371738,9266.819882,8742.673948,6919.126271,2041.485231,6593.14759,6666.828397,5664.929734,19510.78717,30291.65513,31016.99842,14933.60572,16773.34684,16293.94241,9268.050967,6920.164818,8709.668687,10794.23834,4204.092641,3067.844044,10220.62759,6888.868154,13598.54636,23484.71188,26466.85796,30809.23666,31665.17657,30372.91586,17587.03911,8445.694145,39185.73418,16656.77055,22360.87396,13436.10308,4730.37191,9731.102494,10851.81233,8262.44569,6433.790007,16261.61411,20830.26765,10286.302,7771.022424,14215.8314,58190.59457,6349.461419,5426.762027,7123.869939,8253.048733,8845.73596,3288.893924,13168.52777,19772.00957,11624.5164,21618.78716,14281.70847,17788.25901,13699.71071,11466.90487,100.441254,8495.205863,11631.08763,7780.709623,3232.902996,3336.301885,2816.828339,4984.17047,17378.60923,12304.32619,
pC137,dATP,C10 H16 N5 O12 P3,491.0006,8.25,1927-31-7,677.6291302,563.6371426,1149.793448,650.3598811,1522.468213,651.0841754,1040.9439,115.0646461,222.8924648,3009.53687,1702.975772,375.8845172,231.2774229,1472.839085,1036.750883,1144.822823,515.4060374,530.7683691,379.6728078,1557.112501,2267.380922,1292.184723,398.575075,232.130216,215.207807,208.9637857,634.220236,217.8647664,116.9189298,359.097126,771.7386849,99.5017308,246.0489658,441.2957088,1708.090585,1520.890508,1722.651967,507.969507,1608.119619,2112.893223,1275.005428,1676.385299,893.603304,1023.530117,944.3227063,812.77939,541.4906571,415.3701105,405.8047058,,211.5579861,133.3715697,441.9586181,,271.5878584,241.2625931,364.8555807,886.7224682,2377.076954,328.8552127,1019.49628,1318.824007,1652.152231,2182.555574,789.9197903,841.6031821,256.8123604,350.5177125,2117.293989,632.4606455,275.1618633,1226.137335,765.4519924,378.1866617,132.3469533,,219.4224828,,1519.738834,1150.38331,1036.674818,1133.510905,231.8651524,113.154506,380.6519497,,1583.553339,622.0540828,486.0528672,346.6192786,603.5637798,,230.816581,363.2516564,758.8428845,
pC138,ATP,C10 H16 N5 O13 P3,506.9959,8.34,56-65-5,426922.1881,426803.8771,420871.2261,400778.9268,330190.0854,309286.4007,287500.3186,143501.3736,189838.2939,370162.388,486560.2519,231547.8388,315723.673,388329.5649,411918.7889,373027.0009,387004.1921,306970.2461,223817.9487,649224.976,647995.5316,489180.8521,100751.6529,239668.9707,231689.2834,191403.525,394704.9816,294263.5382,378046.4639,522590.7349,259495.1432,431119.8629,134782.2671,125412.0733,382905.8304,673008.9758,514750.5919,435598.7929,406068.3537,525187.9572,677570.3063,375547.6945,606892.4568,320095.9775,350366.1688,299825.5368,352626.4723,430708.5248,289272.2207,80722.72524,108456.9804,59291.31422,127683.4876,29402.24369,63198.07929,242192.3208,589099.6035,254301.4882,328501.5961,354932.2607,514708.3743,615874.4041,570725.8624,275453.714,336390.4793,248646.2962,77156.01713,168349.0548,371163.5009,305731.2,294337.3838,444866.1749,413932.8589,342721.2038,230045.1782,58410.48823,148084.1124,235295.3423,423966.2849,777368.2449,510595.8643,544876.5197,341649.1417,294583.6737,52432.40615,230.9561689,546009.609,616856.8709,350040.3365,645010.4201,400506.4657,35748.72062,422189.2282,323571.129,258522.4157,2886.60454
pC139,GTP,C10 H16 N5 O14 P3,522.9906,9.14,86-01-1,89942.61146,84986.4874,87480.18153,76558.66306,91107.02707,72603.59812,69034.23983,36812.75963,50320.90264,73545.14048,87907.813,42593.16208,48959.65805,91476.78103,50044.4097,77224.72243,54180.67124,60661.12677,45292.44096,108164.1354,118215.7054,74437.89812,14694.97839,41271.87109,22133.60818,67007.36624,60526.56539,61017.01503,98833.76291,91316.50301,41122.66404,69317.56297,30246.40702,43791.08548,65978.55125,136947.4638,82567.62296,93998.93156,121916.949,112913.9431,124182.7151,99337.0467,106045.4938,61308.34358,73617.78441,97431.9305,84957.56047,114033.0453,42007.88484,24539.90622,30010.92809,20591.56655,66204.34312,4900.632993,23131.45777,42918.57762,141379.7948,79976.73552,93586.11847,58552.56835,62032.25897,94047.87819,99621.71283,70372.46557,62003.05997,83366.65292,8700.811394,40692.77993,76817.52307,64246.41135,82288.55424,70744.11388,85457.43311,111392.2396,33202.98446,24484.48932,16558.4546,47846.87351,70838.87297,118013.9928,77836.34826,127233.923,61044.96577,59187.20207,11048.92526,294.863838,99155.2387,120451.3659,76219.93833,93927.30099,72131.74113,12391.52354,67546.69231,54168.60023,46048.99082,4923.818063
pC140,beta-Carotene,C40 H56,536.4371,0.71,7235-40-7,6289.836302,6772.263098,6727.956947,7067.575224,10023.17482,6532.399382,6516.858345,4987.129366,5099.450069,6772.372286,5185.882291,6348.942721,8054.987482,9648.137525,24054.35552,17551.69783,4008.278154,7111.659315,5975.370743,15339.74844,9190.502657,6933.875045,6372.441962,7616.062809,7595.482447,8049.071392,9984.294964,6139.272551,8111.455349,10251.92704,8981.100057,4784.033574,9028.492602,7595.736658,8518.428382,4169.427369,4960.098886,5510.810783,5672.880824,7144.959724,6869.63997,10652.06217,15973.42066,19484.34497,14062.24935,10046.95515,5517.422047,5637.64668,12031.55742,4959.253449,7538.245621,6134.106697,6623.71965,7201.198119,6479.77314,7177.155536,11529.38583,7119.309919,10092.82263,9255.053208,5627.161479,11294.81905,9423.025989,7568.261294,13874.69487,7267.94798,3966.393585,14103.25022,11415.37319,13456.90777,17018.53952,4973.994131,10188.33555,8337.428071,12684.62038,9775.979657,7216.713277,6244.89414,26369.37957,19921.51551,16308.40677,7690.722509,4715.252772,5268.980768,7373.647706,17708.68758,6162.033176,11711.42318,11640.57213,12753.12623,4957.980795,10129.78144,10223.47867,8256.810952,8467.914384,2579.686661
pC141,Cyclic adenosine diphosphate ribose (cADP-ribose),C15 H21 N5 O13 P2,541.0609,7.66,119340-53-3,6668.346593,7683.762663,7339.043797,7686.248036,8756.344931,6934.857919,7717.649229,4666.800383,8477.185621,9039.62786,9598.922896,5056.220958,6626.922494,7501.521662,9548.472153,6365.34375,7313.194133,6875.743432,7765.217964,9108.859805,9569.446521,5102.64862,6068.193438,6230.033163,7602.140877,8377.136116,4250.585404,6490.38504,6614.439338,7265.075606,8795.351568,5070.035505,5580.498356,8237.895547,9641.157735,8846.460888,10503.47172,6464.674183,11420.25761,8920.526804,8857.880578,11236.66972,8975.547159,11424.32515,7316.376744,11653.10581,4568.945994,5943.39047,10256.45613,7816.387086,6362.381485,4828.340093,11073.60716,3276.365607,3440.410603,4815.411689,3736.348783,9283.74123,11855.41887,7402.649685,6945.233179,7158.179706,10393.30875,11464.44668,9561.29642,7795.651256,8783.654127,4923.033009,10343.18462,7293.927782,4201.964412,7304.221388,5753.63083,5601.924929,4349.324979,7277.458573,5128.028845,3813.887722,8834.954164,9979.599652,9109.778713,9622.724483,6510.806305,6728.093168,4707.195064,,9543.882185,8961.832571,5674.648419,6819.80858,8984.704321,5948.309832,3868.89478,9249.684107,8575.555861,
pC142,ADP-Ribose,C15 H23 N5 O14 P2,559.072,6.92,20762-30-5,12216.4291,11957.61523,12622.95091,10701.74876,11513.4117,9935.021154,9199.947216,8295.347984,17666.32128,13460.80932,14367.68526,11412.3497,7401.690171,13614.108,43641.98692,9464.574396,5066.714913,13238.17808,7155.009982,7457.278165,9481.788012,3778.211405,2901.24584,9108.525038,19113.5401,9546.452533,10411.76003,20096.0813,4684.021088,11688.46988,15490.18829,7797.307709,34962.66558,21780.69937,8632.317178,3946.166581,14338.20051,1729.245787,9708.654922,7212.040778,5926.239447,11618.38707,13589.72739,14251.51555,7492.915931,14247.93972,6264.435108,6177.355756,12335.34292,43034.19038,3815.224917,23747.15532,15437.8375,8744.323488,4731.032674,11675.40126,17141.91336,35812.46273,11183.71539,10018.30816,7507.927201,17168.78786,11612.27479,10111.88693,5099.09746,22419.94387,21897.62943,5087.26976,17267.11213,13887.63115,14558.1234,34528.01201,19066.08868,15975.52043,22675.86799,36049.161,32318.38765,11161.06775,26628.26531,8755.2272,32629.2537,11747.14664,18966.42015,13258.21236,6749.042499,,14886.374,21292.86767,11144.71541,11893.51984,11558.67098,31962.8635,19163.10614,13654.65203,14840.48824,
pC143,UDP-Glucose,C15 H24 N2 O17 P2,566.0551,7.23,133-89-1,4581.485258,4478.892522,4025.235335,4585.70939,4465.692738,2963.124271,3016.918926,1942.332577,3046.668304,4578.777996,4684.345667,,3344.073162,2721.742991,4546.726347,3580.491648,3264.689947,2803.617549,2863.059481,4778.919018,5639.915759,1787.813414,4247.675876,2269.779675,2825.441993,2373.023423,3583.796802,2952.47392,2908.133758,3911.963215,2949.88772,1249.638777,2207.489208,3669.538716,4075.105994,4892.02916,6164.625541,4194.644668,5952.83912,5040.713429,5038.399654,5804.992918,2573.309228,4479.004754,2036.730423,3002.838184,2091.194215,3456.419593,2863.839862,3053.262949,2763.688473,2892.489454,3534.693879,120.231105,144.5222925,3561.466826,774.0539994,6198.188146,6243.600962,3868.977779,4422.477875,4634.341012,5249.740505,5411.791439,3507.85353,5360.709708,2771.508311,4580.900545,5210.755979,4433.838504,510.8527312,3172.353037,2895.573766,2812.798121,1338.542447,4457.763831,2506.395765,2132.302399,5644.325442,5790.291393,6234.138935,5147.288307,2517.39608,2870.518025,2366.568974,,4491.696398,5003.697343,2293.357646,3131.577639,3422.17194,3009.050108,2778.800643,4133.657678,4567.828323,
pC144,ADP-Glucose,C16 H25 N5 O15 P2,589.0819,7.57,102129-65-7,8323.074139,8903.973463,9279.434485,7635.855794,8467.294228,6725.595221,6327.556377,7822.534378,6307.167808,8897.641182,7924.836305,800.9001807,5143.725582,9480.613009,6283.744826,6724.793804,5430.958636,4221.373539,4695.204593,6294.217866,7455.569941,5564.457094,5869.71585,5445.099142,4163.381101,5812.089033,5855.8776,9689.837739,11303.68155,7720.250684,5070.471095,6752.544309,6388.228205,7731.33407,7310.652862,10540.16992,9792.817082,5703.142731,9010.58569,8279.140393,6172.078372,8540.328618,11577.12591,7786.887488,8943.272558,7658.540519,8020.63546,9966.549213,5312.821828,10626.57281,5831.125437,5754.380218,5839.636338,276.7136205,1159.888541,5305.647849,1845.777353,7082.36291,8963.682724,6706.614047,6284.022203,7484.935361,8154.815296,6745.147472,8755.709479,9031.53609,4095.534831,6279.618582,7586.484611,8290.961274,3290.515911,9251.234882,8970.161935,10043.94053,6795.458461,8159.295571,6053.584469,9230.359199,9038.991174,10211.71252,7799.449511,9361.012376,6783.180515,6102.49167,3947.314179,,7572.221441,10135.8771,10097.24625,6415.57274,6240.036535,5613.550497,9496.723708,6537.883152,7749.081805,129.468803
pC145,UDP-N-Acetylglucosamine,C17 H27 N3 O17 P2,607.0817,6.99,528-04-1,284054.7619,288330.2709,288863.2038,263828.2912,240657.6497,221819.7713,198479.3742,220787.4469,251103.5274,275410.2903,229954.7329,49613.82944,163689.6208,211233.595,240624.7661,237132.4057,216667.0771,190605.4262,154263.8483,292980.1905,315747.4168,190516.2006,240471.8675,184625.0252,193176.2452,169870.8256,208919.4959,203941.161,222663.5808,251954.672,202140.1788,148109.3534,123043.5026,181019.2584,259768.5158,338155.7146,360941.7234,242753.2669,259420.3364,255332.7241,284494.7489,251747.8129,270414.5475,253837.2894,155912.11,182758.3589,150251.6093,171113.709,180689.5729,262959.0917,244561.5095,205891.2448,211233.8689,51184.93747,54870.39461,218551.4605,190273.9645,232454.686,322059.8326,224716.7829,234217.9242,301754.0307,313076.9583,248247.1761,297653.7293,244578.418,158990.5774,228726.2224,277841.158,315627.2432,202901.9121,221502.5232,196700.2814,165460.228,124119.4196,211331.4881,189509.9717,177215.1,315593.0197,352487.3545,319365.9603,274688.5456,205814.8724,226844.5861,160612.6792,1362.347317,271822.5058,291210.6821,201259.3772,228478.6553,195115.5955,192148.8702,197090.5739,239088.6405,245011.6287,330.1461954
pC146,GSSG,C20 H32 N6 O12 S2,612.1521,8.56,27025-41-8,62600.62325,63026.42835,64324.82149,63357.89236,52074.46605,52804.32262,56525.99637,18660.27823,80065.1583,20141.82546,31791.71372,17363.62849,39416.96898,41829.37205,12692.74355,60240.30927,24569.5527,108789.7915,33437.27515,94040.5579,168245.0064,42484.60459,75203.86274,12647.93188,7780.404664,28399.60366,44791.32413,82321.35564,63967.99458,89087.68923,27189.14769,103984.1845,20318.53046,16405.72999,115129.1626,124352.3076,69338.22283,91557.83625,46950.09359,39600.12501,41646.54242,67818.99967,33461.35894,57450.03018,25433.9556,41246.48619,74260.22461,60275.40877,77688.66838,18729.13708,71137.51591,92736.20011,68196.84165,1957.822863,1443.319502,22069.0584,84609.30249,57905.76881,57533.42481,21739.42044,13490.73813,32346.39391,108577.9518,47640.62651,65673.76328,43948.65284,45798.55257,50315.51133,34413.95691,74575.03789,74771.7501,51491.25751,69172.35171,57805.0491,29922.68572,17117.99569,6730.366512,34683.71318,83144.67268,112838.8446,71695.3675,84580.59632,120063.6307,61028.48858,8375.306876,,97439.52976,65182.62226,41724.69973,70808.82371,60073.89243,5889.361585,92066.31574,62191.1141,51164.67212,2735.881431
pC147,NAD,C21 H27 N7 O14 P2,663.1107,7.67,53-84-9,298339.1393,298531.0749,295232.8504,282453.0852,245330.8928,233250.4593,214016.4703,171184.1289,260679.9756,278749.2877,318644.0731,87117.93819,217578.0363,231098.5975,301125.4914,253709.1763,256236.6276,235056.9148,198491.7711,319229.5029,343173.142,184555.9944,173215.2687,206239.6401,232938.8249,177963.5092,209453.2155,235120.8951,255563.4121,335162.8877,277479.8664,189009.2268,168386.1217,217883.2667,320537.5205,383976.981,392724.3261,266371.8208,283805.3458,319636.1924,377359.4873,272143.4936,395429.8298,405508.6843,203406.0535,264377.5659,206066.6327,207257.7554,286812.1398,249646.1757,168598.5651,159514.2952,216265.8498,26222.63294,28440.89074,179148.7282,235488.2234,239667.0833,370987.761,273558.7575,263365.6633,290687.9351,324606.9081,290285.6062,304661.7056,231030.898,213287.0456,135443.266,317710.1193,256093.5217,201508.6891,270539.3213,212698.7091,189601.3027,163067.9685,174185.9401,189462.3164,171254.8419,375359.3148,367735.1774,326040.643,314315.0962,259063.6219,250907.1728,151915.8814,5156.551334,319701.0972,392728.7165,224150.9576,282250.3851,249971.6341,193577.7787,210893.3166,300294.1382,258465.3083,3783.127988
pC148,Sphingomyelin,C41 H83 N2 O6 P,730.5957,0.95,85187-10-6,36231.9285,43319.13448,44323.31826,26641.68704,24941.39395,25117.37636,19462.4864,50846.39277,47782.91021,44109.65545,50883.76752,46140.16173,40722.4766,29254.25593,66641.993,53256.09126,43302.86994,12724.29489,42111.53654,54841.43693,61773.33258,51956.9087,48186.34182,54743.00411,48453.60951,61105.74938,,61359.80012,32064.93812,36065.74771,42578.79286,30031.71364,40264.40003,60891.51398,34052.04606,49972.34855,44150.95221,33230.54798,35821.62671,36709.25119,32101.24079,60717.06903,18035.0174,28954.77663,24796.54415,25408.40429,17454.1142,20874.93858,26675.53637,74077.84806,35759.59102,43788.05814,55295.83098,44794.90764,42119.44848,52835.21571,51215.35797,75034.40512,84605.31127,51886.54581,49502.21998,84911.11892,58219.97017,64777.16758,79200.90679,61809.63997,52020.9696,45705.37251,56363.11533,64613.3215,51963.32613,50564.61502,36581.22273,42229.10035,38996.76283,34187.62386,45002.36756,46698.3783,43291.36342,58206.41813,53806.93323,61711.41422,38064.65496,37914.91938,41631.12234,73299.70763,47161.7822,24352.75462,22826.57533,27407.10483,27016.43978,68627.69909,26536.36225,37259.10222,36489.99798,3267.428062
pC149,NADP,C21 H28 N7 O17 P3,743.0752,8.5,53-59-8,10127.13772,10569.78586,10346.72541,8735.593646,4444.651664,6475.304266,8385.737007,3201.339015,5729.606083,2951.216141,4411.18045,3112.613158,6509.626649,10790.73841,3441.733699,5523.721852,8173.395906,10417.85415,6222.063017,17165.82783,17509.44499,9240.013739,6175.39406,2554.187113,2786.962489,1345.085776,11229.41688,15967.14911,9840.171763,14249.99927,4701.825187,11702.35762,1712.446625,1717.515828,12181.63398,20995.99009,12155.08883,11829.13196,4708.255578,8240.630503,7938.050476,5960.226048,8881.929192,9837.938885,6120.230754,5873.10459,6668.461322,6926.370658,12220.7996,2570.170671,3638.770385,4453.943498,3290.541714,381.1744249,359.2834946,2760.042574,14419.15218,4872.883687,3766.227493,8694.062583,6915.955522,3750.125997,15265.58771,3769.378341,8408.553579,6091.580089,5611.206258,9061.812749,4550.561894,7578.088797,6438.873739,17192.04656,11640.74726,5719.276981,7046.255329,1209.39686,3281.734335,2895.132927,22838.32592,22145.23015,13512.9716,14259.13412,11979.91079,8798.692324,1067.554819,394.7910471,17411.0086,11746.56661,8186.959065,19786.84831,13921.34351,1097.108519,22330.63929,10900.21039,9327.306427,155.7260933
pC150,Coenzyme A (CoA),C21 H36 N7 O16 P3 S,767.1153,7.15,85-61-0,6767.741725,7445.695033,6720.875114,5109.299223,5778.738042,4529.809111,6519.873485,4342.259004,4893.800502,8037.032549,4496.950347,2779.738317,4405.540878,6856.332087,4145.414091,4436.799531,5824.611685,956.3374118,3629.488782,6852.597638,3172.634661,3941.349793,2749.421384,3747.826149,4560.679748,4589.064598,7149.416362,6483.197878,8649.651171,6262.211216,826.4004251,454.1500086,3357.438896,6334.217813,1651.357771,8599.996989,7490.449362,6064.744864,9180.551624,7613.870751,8321.344551,5068.290896,9881.372775,4915.403841,8956.091251,6607.672604,3443.932849,6536.513059,2905.257125,4835.038878,3095.875743,3180.798862,3109.744457,886.8009465,2974.7022,6960.322986,14559.2753,4043.037714,9034.30042,4556.166583,10112.8252,699.2656734,5516.628128,6855.584083,4687.495815,7112.531807,3170.449885,4907.534799,11344.70191,6951.711551,2324.073072,8326.951913,4514.724769,8769.255211,3049.589993,6515.387144,2333.825929,6081.906078,5340.566458,9560.406127,6742.162381,7136.056055,1788.772599,4668.780712,686.7028194,,5144.551083,10341.93512,7479.59307,5631.143518,5753.505867,419.0270877,4338.65119,4576.951458,4482.873153,470.4248743
pC151,Flavin adenine dinucleotide (FAD),C27 H33 N9 O15 P2,785.1569,6.52,146-14-5,6568.697238,6701.220589,5970.344344,6134.426288,7201.523121,4954.326669,7652.198074,6722.233238,5338.040179,7919.185304,7563.965548,3864.66435,4403.978438,9113.56505,6486.847599,7012.441195,5269.912538,4220.026902,4612.687407,6108.800176,8130.526396,6281.952188,6228.279059,4334.588509,4947.042179,6839.10907,4742.47658,7056.597744,5433.596346,5860.399521,6218.773901,3471.110731,5937.991412,7060.072904,6661.012809,6999.351741,7361.492761,3921.613437,9237.446337,6810.790971,6781.817155,7898.469226,7720.788331,7494.887467,6783.176453,8102.91681,4675.163696,6410.834929,3539.951032,7394.601061,6597.670597,5208.462859,7305.368103,4759.092035,4905.201886,5426.760473,8774.515038,6972.994439,10446.38,3722.614747,5945.077848,8290.183641,7541.962706,9173.890036,8244.854698,10455.01936,5338.632437,7374.867639,8917.394409,6775.651009,11086.97166,6826.402383,7104.605829,7339.528763,3744.523517,8701.373363,5202.465344,6299.343787,9512.228538,9413.501003,6920.273031,10028.21972,6007.407995,5737.597308,3742.612538,,5842.191226,7020.127617,7492.453832,6013.827499,6851.641267,7652.210591,4702.205308,6699.573279,6584.848957,
