Compound,Type, File Name, RT,m_0,m_1,m_2,m_3,m_4,m_5
Xanthurenic Acid,mix,nmix1.d,1.883,6701,6694,0,0,0,
Xanthurenic Acid,mix,nmix2.d,1.818,14903,7500,0,0,0,
Xanthurenic Acid,mix,nmix3.d,1.785,0,0,0,0,0,
Xanthurenic Acid,mix,nmix4.d,1.817,3771,0,0,0,0,
Xanthurenic Acid,mix,nmix5.d,2.099,2933,1265,0,0,0,
Xanthurenic Acid,mix,rnmix1.d,1.82,21596,9569,0,9318,12159,
Xanthurenic Acid,light,nP1_L_C1.d,1.809,19945,19463,0,0,0,
Xanthurenic Acid,light,nP1_L_VPA1.d,1.814,13206,5460,0,0,13569,
Xanthurenic Acid,light,nP2_L_C2.d,1.781,57855,8950,0,0,0,
Xanthurenic Acid,light,nP2_L_VPA2.d,1.777,14511,10213,0,0,14156,
Xanthurenic Acid,light,nP3_L_C3.d,1.763,21868,0,0,0,0,
Xanthurenic Acid,light,nP3_L_VPA3.d,1.815,19892,6523,0,0,10895,
Xanthurenic Acid,light,nP3_L_VPA4.d,1.778,16649,2301,0,0,0,
Xanthurenic Acid,light,nP4_L_C4.d,1.83,23548,21559,0,0,0,
Xanthurenic Acid,light,nP4_L_C5.d,1.81,0,0,0,0,16848,
Xanthurenic Acid,light,nP4_L_VPA5.d,1.803,28134,13458,0,0,0,
Xanthurenic Acid,heavy,nP1_H_C1.d,1.81,17448,10728,0,0,0,
Xanthurenic Acid,heavy,nP1_H_VPA1.d,1.908,12276,14372,0,0,0,
Xanthurenic Acid,heavy,nP1_H_VPA2.d,1.908,11421,15910,0,0,0,
Xanthurenic Acid,heavy,nP2_H_C2.d,1.813,20842,13121,0,0,0,
Xanthurenic Acid,heavy,nP2_H_C3.d,1.794,19931,0,0,0,0,
Xanthurenic Acid,heavy,nP2_H_VPA3.d,1.798,18294,12161,0,0,0,
Xanthurenic Acid,heavy,nP3_H_C4.d,1.784,18312,13818,0,0,0,
Xanthurenic Acid,heavy,nP3_H_VPA4.d,1.783,9360,4796,0,0,14132,
Xanthurenic Acid,heavy,nP4_H_C5.d,1.817,8126,5610,0,0,12520,
Xanthurenic Acid,heavy,nP4_H_VPA5.d,1.78,20646,0,0,0,0,
Xanthurenic Acid,solv,sol1.d,1.766,0,0,0,0,0,
Xanthurenic Acid,solv,sol2.d,1.596,0,0,0,0,0,
Pyruvate,mix,nmix1.d,1.585,50580,0,0,,,
Pyruvate,mix,nmix2.d,1.586,31799,0,0,,,
Pyruvate,mix,nmix3.d,1.57,18614,0,0,,,
Pyruvate,mix,nmix4.d,1.585,12975,0,0,,,
Pyruvate,mix,nmix5.d,1.569,17318,0,0,,,
Pyruvate,mix,rnmix1.d,1.588,58741,0,0,,,
Pyruvate,light,nP1_L_C1.d,1.61,79957,6478,2659,,,
Pyruvate,light,nP1_L_VPA1.d,1.599,66465,0,2914,,,
Pyruvate,light,nP2_L_C2.d,1.582,27949,0,0,,,
Pyruvate,light,nP2_L_VPA2.d,1.595,91926,0,0,,,
Pyruvate,light,nP3_L_C3.d,1.564,28667,0,963,,,
Pyruvate,light,nP3_L_VPA3.d,1.616,50032,0,1785,,,
Pyruvate,light,nP3_L_VPA4.d,1.579,69680,0,0,,,
Pyruvate,light,nP4_L_C4.d,1.615,53823,0,0,,,
Pyruvate,light,nP4_L_C5.d,1.595,24065,0,0,,,
Pyruvate,light,nP4_L_VPA5.d,1.588,81005,0,0,,,
Pyruvate,heavy,nP1_H_C1.d,1.628,89328,7462,0,,,
Pyruvate,heavy,nP1_H_VPA1.d,1.644,61938,0,4989,,,
Pyruvate,heavy,nP1_H_VPA2.d,1.643,44541,0,0,,,
Pyruvate,heavy,nP2_H_C2.d,1.597,57406,0,0,,,
Pyruvate,heavy,nP2_H_C3.d,1.612,61424,0,0,,,
Pyruvate,heavy,nP2_H_VPA3.d,1.599,47070,0,0,,,
Pyruvate,heavy,nP3_H_C4.d,1.602,47155,0,0,,,
Pyruvate,heavy,nP3_H_VPA4.d,1.601,64807,0,0,,,
Pyruvate,heavy,nP4_H_C5.d,1.585,114588,5298,0,,,
Pyruvate,heavy,nP4_H_VPA5.d,1.581,44339,5632,0,,,
Pyruvate,solv,sol1.d,1.948,0,0,0,,,
Pyruvate,solv,sol2.d,2.027,0,0,0,,,
Uridine,mix,nmix1.d,1.602,57942,4960,,,,
Uridine,mix,nmix2.d,1.603,65196,7278,,,,
Uridine,mix,nmix3.d,1.603,47389,4292,,,,
Uridine,mix,nmix4.d,1.619,43104,5486,,,,
Uridine,mix,nmix5.d,1.602,34435,4446,,,,
Uridine,mix,rnmix1.d,1.605,59746,5500,,,,
Uridine,light,nP1_L_C1.d,1.594,91333,16178,,,,
Uridine,light,nP1_L_VPA1.d,1.615,49178,5589,,,,
Uridine,light,nP2_L_C2.d,1.615,53449,5641,,,,
Uridine,light,nP2_L_VPA2.d,1.595,42315,7929,,,,
Uridine,light,nP3_L_C3.d,1.597,126838,15998,,,,
Uridine,light,nP3_L_VPA3.d,1.616,30317,5556,,,,
Uridine,light,nP3_L_VPA4.d,1.596,38540,5169,,,,
Uridine,light,nP4_L_C4.d,1.599,109323,12900,,,,
Uridine,light,nP4_L_C5.d,1.595,121174,14244,,,,
Uridine,light,nP4_L_VPA5.d,1.604,51783,0,,,,
Uridine,heavy,nP1_H_C1.d,1.595,80695,9548,,,,
Uridine,heavy,nP1_H_VPA1.d,1.594,46419,5592,,,,
Uridine,heavy,nP1_H_VPA2.d,1.593,32507,17,,,,
Uridine,heavy,nP2_H_C2.d,1.597,153736,17970,,,,
Uridine,heavy,nP2_H_C3.d,1.595,147841,20225,,,,
Uridine,heavy,nP2_H_VPA3.d,1.599,43993,6711,,,,
Uridine,heavy,nP3_H_C4.d,1.602,191416,25893,,,,
Uridine,heavy,nP3_H_VPA4.d,1.601,73899,5315,,,,
Uridine,heavy,nP4_H_C5.d,1.602,322445,32871,,,,
Uridine,heavy,nP4_H_VPA5.d,1.614,41702,3144,,,,
Uridine,solv,sol1.d,1.633,0,0,,,,
Uridine,solv,sol2.d,1.381,3821,0,,,,
Allantoin,mix,nmix1.d,1.651,168322,51051,,,,
Allantoin,mix,nmix2.d,1.652,155330,43272,,,,
Allantoin,mix,nmix3.d,1.653,146050,0,,,,
Allantoin,mix,nmix4.d,1.652,122495,49022,,,,
Allantoin,mix,nmix5.d,1.668,132400,38674,,,,
Allantoin,mix,rnmix1.d,1.655,177915,0,,,,
Allantoin,light,nP1_L_C1.d,1.66,111101,0,,,,
Allantoin,light,nP1_L_VPA1.d,1.648,309562,70269,,,,
Allantoin,light,nP2_L_C2.d,1.665,100793,119630,,,,
Allantoin,light,nP2_L_VPA2.d,1.645,346638,73066,,,,
Allantoin,light,nP3_L_C3.d,1.664,0,97157,,,,
Allantoin,light,nP3_L_VPA3.d,1.649,432622,66418,,,,
Allantoin,light,nP3_L_VPA4.d,1.645,385089,104448,,,,
Allantoin,light,nP4_L_C4.d,1.665,108728,0,,,,
Allantoin,light,nP4_L_C5.d,1.661,83674,66493,,,,
Allantoin,light,nP4_L_VPA5.d,1.654,356204,86152,,,,
Allantoin,heavy,nP1_H_C1.d,1.661,137697,0,,,,
Allantoin,heavy,nP1_H_VPA1.d,1.644,129229,0,,,,
Allantoin,heavy,nP1_H_VPA2.d,1.643,96136,0,,,,
Allantoin,heavy,nP2_H_C2.d,1.664,94126,0,,,,
Allantoin,heavy,nP2_H_C3.d,1.645,92425,0,,,,
Allantoin,heavy,nP2_H_VPA3.d,1.665,142374,0,,,,
Allantoin,heavy,nP3_H_C4.d,1.651,119737,70207,,,,
Allantoin,heavy,nP3_H_VPA4.d,1.651,0,100429,,,,
Allantoin,heavy,nP4_H_C5.d,1.668,0,108854,,,,
Allantoin,heavy,nP4_H_VPA5.d,1.647,121660,44203,,,,
Allantoin,solv,sol1.d,1.915,0,1809,,,,
Allantoin,solv,sol2.d,2.01,0,0,,,,
Xanthine,mix,nmix1.d,1.734,33629,6617,,,,
Xanthine,mix,nmix2.d,1.735,29056,0,,,,
Xanthine,mix,nmix3.d,1.735,21585,5612,,,,
Xanthine,mix,nmix4.d,1.751,20716,3679,,,,
Xanthine,mix,nmix5.d,1.735,15380,0,,,,
Xanthine,mix,rnmix1.d,1.721,43469,6612,,,,
Xanthine,light,nP1_L_C1.d,1.726,22713,3167,,,,
Xanthine,light,nP1_L_VPA1.d,1.731,66924,7128,,,,
Xanthine,light,nP2_L_C2.d,1.698,23222,3328,,,,
Xanthine,light,nP2_L_VPA2.d,1.728,78838,9568,,,,
Xanthine,light,nP3_L_C3.d,1.73,18603,8591,,,,
Xanthine,light,nP3_L_VPA3.d,1.732,91367,9325,,,,
Xanthine,light,nP3_L_VPA4.d,1.728,91297,10267,,,,
Xanthine,light,nP4_L_C4.d,1.714,24779,5931,,,,
Xanthine,light,nP4_L_C5.d,1.694,20034,6988,,,,
Xanthine,light,nP4_L_VPA5.d,1.72,87790,6127,,,,
Xanthine,heavy,nP1_H_C1.d,1.727,26496,6158,,,,
Xanthine,heavy,nP1_H_VPA1.d,1.743,20134,0,,,,
Xanthine,heavy,nP1_H_VPA2.d,1.709,0,7337,,,,
Xanthine,heavy,nP2_H_C2.d,1.73,21718,5444,,,,
Xanthine,heavy,nP2_H_C3.d,1.744,20549,8280,,,,
Xanthine,heavy,nP2_H_VPA3.d,1.731,25128,2361,,,,
Xanthine,heavy,nP3_H_C4.d,1.718,24332,7638,,,,
Xanthine,heavy,nP3_H_VPA4.d,1.75,25347,7366,,,,
Xanthine,heavy,nP4_H_C5.d,1.717,31223,10756,,,,
Xanthine,heavy,nP4_H_VPA5.d,1.714,18946,0,,,,
Xanthine,solv,sol1.d,1.782,0,0,,,,
Xanthine,solv,sol2.d,1.745,0,0,,,,
N-Formylmethionine,mix,nmix1.d,1.949,71282,0,,,,
N-Formylmethionine,mix,nmix2.d,1.95,53885,19903,,,,
N-Formylmethionine,mix,nmix3.d,1.967,23479,0,,,,
N-Formylmethionine,mix,nmix4.d,1.966,20189,0,,,,
N-Formylmethionine,mix,nmix5.d,2.38,30334,5616,,,,
N-Formylmethionine,mix,rnmix1.d,1.936,90708,36751,,,,
N-Formylmethionine,light,nP1_L_C1.d,1.958,112989,0,,,,
N-Formylmethionine,light,nP1_L_VPA1.d,1.946,88696,32909,,,,
N-Formylmethionine,light,nP2_L_C2.d,1.946,94699,30381,,,,
N-Formylmethionine,light,nP2_L_VPA2.d,1.926,91573,29459,,,,
N-Formylmethionine,light,nP3_L_C3.d,1.945,86697,29663,,,,
N-Formylmethionine,light,nP3_L_VPA3.d,1.947,94499,25942,,,,
N-Formylmethionine,light,nP3_L_VPA4.d,1.943,72109,0,,,,
N-Formylmethionine,light,nP4_L_C4.d,1.946,92306,39255,,,,
N-Formylmethionine,light,nP4_L_C5.d,1.959,176796,50756,,,,
N-Formylmethionine,light,nP4_L_VPA5.d,1.935,102413,33865,,,,
N-Formylmethionine,heavy,nP1_H_C1.d,1.942,88510,45826,,,,
N-Formylmethionine,heavy,nP1_H_VPA1.d,1.942,77697,34297,,,,
N-Formylmethionine,heavy,nP1_H_VPA2.d,1.941,72442,24396,,,,
N-Formylmethionine,heavy,nP2_H_C2.d,1.945,62772,32184,,,,
N-Formylmethionine,heavy,nP2_H_C3.d,1.943,75716,40605,,,,
N-Formylmethionine,heavy,nP2_H_VPA3.d,1.947,81645,32304,,,,
N-Formylmethionine,heavy,nP3_H_C4.d,1.949,81936,38955,,,,
N-Formylmethionine,heavy,nP3_H_VPA4.d,1.949,72808,28178,,,,
N-Formylmethionine,heavy,nP4_H_C5.d,2.346,150023,233304,,,,
N-Formylmethionine,heavy,nP4_H_VPA5.d,1.962,74649,26695,,,,
N-Formylmethionine,solv,sol1.d,1.882,5475,10692,,,,
N-Formylmethionine,solv,sol2.d,1.778,0,0,,,,
Xanthosine,mix,nmix1.d,2.479,2055765,501530,81472,,,
Xanthosine,mix,nmix2.d,2.447,1964408,453381,0,,,
Xanthosine,mix,nmix3.d,2.48,1800203,399402,85925,,,
Xanthosine,mix,nmix4.d,2.463,1451821,346944,0,,,
Xanthosine,mix,nmix5.d,2.479,1270255,313159,48869,,,
Xanthosine,mix,rnmix1.d,2.449,2048334,469132,97629,,,
Xanthosine,light,nP1_L_C1.d,2.471,1899638,254189,0,,,
Xanthosine,light,nP1_L_VPA1.d,2.476,2144133,303982,0,,,
Xanthosine,light,nP2_L_C2.d,2.46,1382342,162419,0,,,
Xanthosine,light,nP2_L_VPA2.d,2.456,2476975,345115,0,,,
Xanthosine,light,nP3_L_C3.d,2.458,2668479,358203,0,,,
Xanthosine,light,nP3_L_VPA3.d,2.477,1785740,261950,0,,,
Xanthosine,light,nP3_L_VPA4.d,2.456,2806102,367120,0,,,
Xanthosine,light,nP4_L_C4.d,2.492,1236776,174322,0,,,
Xanthosine,light,nP4_L_C5.d,2.456,2316721,315648,0,,,
Xanthosine,light,nP4_L_VPA5.d,2.465,1815096,252912,0,,,
Xanthosine,heavy,nP1_H_C1.d,2.472,2061127,1123638,181786,,,
Xanthosine,heavy,nP1_H_VPA1.d,2.537,1134461,584361,97472,,,
Xanthosine,heavy,nP1_H_VPA2.d,2.504,1004845,549367,82372,,,
Xanthosine,heavy,nP2_H_C2.d,2.475,1844705,1108632,171673,,,
Xanthosine,heavy,nP2_H_C3.d,2.489,1979148,1104295,175029,,,
Xanthosine,heavy,nP2_H_VPA3.d,2.46,1951619,953025,186468,,,
Xanthosine,heavy,nP3_H_C4.d,2.462,1849472,975964,174415,,,
Xanthosine,heavy,nP3_H_VPA4.d,2.445,2051002,944230,187120,,,
Xanthosine,heavy,nP4_H_C5.d,2.479,1860678,998739,174140,,,
Xanthosine,heavy,nP4_H_VPA5.d,2.458,1779310,821549,166651,,,
Xanthosine,solv,sol1.d,2.593,0,0,0,,,
Xanthosine,solv,sol2.d,3.367,0,0,0,,,
Hypoxanthine,mix,nmix1.d,2.876,4946238,207956,,,,
Hypoxanthine,mix,nmix2.d,3.142,4997348,218833,,,,
Hypoxanthine,mix,nmix3.d,2.844,11875030,522285,,,,
Hypoxanthine,mix,nmix4.d,2.777,8830181,409680,,,,
Hypoxanthine,mix,nmix5.d,2.811,8250065,380095,,,,
Hypoxanthine,mix,rnmix1.d,2.846,5253865,223725,,,,
Hypoxanthine,light,nP1_L_C1.d,2.868,7688463,332252,,,,
Hypoxanthine,light,nP1_L_VPA1.d,2.89,5973079,278472,,,,
Hypoxanthine,light,nP2_L_C2.d,2.84,5911067,262867,,,,
Hypoxanthine,light,nP2_L_VPA2.d,2.853,4710443,218211,,,,
Hypoxanthine,light,nP3_L_C3.d,2.822,5025017,242967,,,,
Hypoxanthine,light,nP3_L_VPA3.d,2.891,6248145,270689,,,,
Hypoxanthine,light,nP3_L_VPA4.d,2.837,4829341,201048,,,,
Hypoxanthine,light,nP4_L_C4.d,2.906,6804625,295948,,,,
Hypoxanthine,light,nP4_L_C5.d,2.853,7194915,319144,,,,
Hypoxanthine,light,nP4_L_VPA5.d,2.879,6127832,276064,,,,
Hypoxanthine,heavy,nP1_H_C1.d,2.886,7609883,346335,,,,
Hypoxanthine,heavy,nP1_H_VPA1.d,2.951,5583720,253624,,,,
Hypoxanthine,heavy,nP1_H_VPA2.d,2.917,4436993,175368,,,,
Hypoxanthine,heavy,nP2_H_C2.d,2.905,6364160,285588,,,,
Hypoxanthine,heavy,nP2_H_C3.d,2.886,6204196,255632,,,,
Hypoxanthine,heavy,nP2_H_VPA3.d,2.873,4911481,208101,,,,
Hypoxanthine,heavy,nP3_H_C4.d,2.86,7002638,300682,,,,
Hypoxanthine,heavy,nP3_H_VPA4.d,2.842,4701403,203422,,,,
Hypoxanthine,heavy,nP4_H_C5.d,2.876,6884151,297699,,,,
Hypoxanthine,heavy,nP4_H_VPA5.d,2.856,5069396,243561,,,,
Hypoxanthine,solv,sol1.d,2.974,7060,0,,,,
Hypoxanthine,solv,sol2.d,2.689,5873,0,,,,
Inosine,mix,nmix1.d,2.346,7336427,1602701,0,,,
Inosine,mix,nmix2.d,2.348,7980068,1707746,429940,,,
Inosine,mix,nmix3.d,2.348,8919543,1882591,451738,,,
Inosine,mix,nmix4.d,2.347,8116984,1743084,394944,,,
Inosine,mix,nmix5.d,2.364,7906320,1686229,0,,,
Inosine,mix,rnmix1.d,2.333,7160899,1597922,0,,,
Inosine,light,nP1_L_C1.d,2.355,11306710,1412788,0,,,
Inosine,light,nP1_L_VPA1.d,2.344,6332022,827056,0,,,
Inosine,light,nP2_L_C2.d,2.344,11482090,1454542,0,,,
Inosine,light,nP2_L_VPA2.d,2.34,4391355,578896,0,,,
Inosine,light,nP3_L_C3.d,2.342,17011030,2089885,0,,,
Inosine,light,nP3_L_VPA3.d,2.345,3106581,428575,0,,,
Inosine,light,nP3_L_VPA4.d,2.341,4220584,579126,0,,,
Inosine,light,nP4_L_C4.d,2.36,6101758,801695,0,,,
Inosine,light,nP4_L_C5.d,2.34,15256030,1863675,0,,,
Inosine,light,nP4_L_VPA5.d,2.349,4367186,568671,0,,,
Inosine,heavy,nP1_H_C1.d,2.34,3251615,3704663,1663828,,,
Inosine,heavy,nP1_H_VPA1.d,2.372,1187485,1197599,552925,,,
Inosine,heavy,nP1_H_VPA2.d,3.745,910316,929046,473377,,,
Inosine,heavy,nP2_H_C2.d,2.342,4649511,5743208,2608050,,,
Inosine,heavy,nP2_H_C3.d,2.34,4090682,4923615,2214503,,,
Inosine,heavy,nP2_H_VPA3.d,2.344,2471626,2321474,982523,,,
Inosine,heavy,nP3_H_C4.d,2.347,6692737,7769140,3219514,,,
Inosine,heavy,nP3_H_VPA4.d,2.329,3900471,3797020,1645831,,,
Inosine,heavy,nP4_H_C5.d,2.346,15976010,18036700,7402627,,,
Inosine,heavy,nP4_H_VPA5.d,2.343,1863846,1675315,699510,,,
Inosine,solv,sol1.d,3.206,0,0,0,,,
Inosine,solv,sol2.d,2.937,0,0,19675,,,
Dihydroorotic Acid,mix,nmix1.d,2.38,750049,49558,,,,
Dihydroorotic Acid,mix,nmix2.d,2.331,921979,69555,,,,
Dihydroorotic Acid,mix,nmix3.d,2.348,915118,67791,,,,
Dihydroorotic Acid,mix,nmix4.d,2.297,704390,44642,,,,
Dihydroorotic Acid,mix,nmix5.d,2.347,610066,51784,,,,
Dihydroorotic Acid,mix,rnmix1.d,2.35,730523,48646,,,,
Dihydroorotic Acid,light,nP1_L_C1.d,2.388,1287775,87379,,,,
Dihydroorotic Acid,light,nP1_L_VPA1.d,2.36,1293991,84855,,,,
Dihydroorotic Acid,light,nP2_L_C2.d,2.344,1203649,78172,,,,
Dihydroorotic Acid,light,nP2_L_VPA2.d,2.34,1298486,97248,,,,
Dihydroorotic Acid,light,nP3_L_C3.d,2.342,1004687,69400,,,,
Dihydroorotic Acid,light,nP3_L_VPA3.d,2.378,836230,66111,,,,
Dihydroorotic Acid,light,nP3_L_VPA4.d,2.341,1291556,74155,,,,
Dihydroorotic Acid,light,nP4_L_C4.d,2.41,865746,57767,,,,
Dihydroorotic Acid,light,nP4_L_C5.d,2.356,1011384,65304,,,,
Dihydroorotic Acid,light,nP4_L_VPA5.d,2.366,614067,43020,,,,
Dihydroorotic Acid,heavy,nP1_H_C1.d,2.373,1269099,92125,,,,
Dihydroorotic Acid,heavy,nP1_H_VPA1.d,2.438,431856,30408,,,,
Dihydroorotic Acid,heavy,nP1_H_VPA2.d,2.404,201993,14604,,,,
Dihydroorotic Acid,heavy,nP2_H_C2.d,2.392,1040104,75696,,,,
Dihydroorotic Acid,heavy,nP2_H_C3.d,2.39,946581,68497,,,,
Dihydroorotic Acid,heavy,nP2_H_VPA3.d,2.344,746573,52305,,,,
Dihydroorotic Acid,heavy,nP3_H_C4.d,2.363,1024866,84284,,,,
Dihydroorotic Acid,heavy,nP3_H_VPA4.d,2.346,1544109,108545,,,,
Dihydroorotic Acid,heavy,nP4_H_C5.d,2.363,2339509,157751,,,,
Dihydroorotic Acid,heavy,nP4_H_VPA5.d,2.359,391864,30391,,,,
Dihydroorotic Acid,solv,sol1.d,2.378,0,0,,,,
Dihydroorotic Acid,solv,sol2.d,2.523,0,0,,,,
Lactic Acid,mix,nmix1.d,2.396,2180471,86586,,,,
Lactic Acid,mix,nmix2.d,2.364,1080641,39434,,,,
Lactic Acid,mix,nmix3.d,2.381,897840,38116,,,,
Lactic Acid,mix,nmix4.d,2.363,773538,29967,,,,
Lactic Acid,mix,nmix5.d,2.413,527606,22131,,,,
Lactic Acid,mix,rnmix1.d,2.366,2886268,111763,,,,
Lactic Acid,light,nP1_L_C1.d,2.388,4942202,194056,,,,
Lactic Acid,light,nP1_L_VPA1.d,2.377,3378819,131874,,,,
Lactic Acid,light,nP2_L_C2.d,2.36,5154899,199265,,,,
Lactic Acid,light,nP2_L_VPA2.d,2.357,1605614,53789,,,,
Lactic Acid,light,nP3_L_C3.d,2.375,2794381,100257,,,,
Lactic Acid,light,nP3_L_VPA3.d,2.378,1890137,62509,,,,
Lactic Acid,light,nP3_L_VPA4.d,2.341,1286110,42680,,,,
Lactic Acid,light,nP4_L_C4.d,2.41,4213576,134242,,,,
Lactic Acid,light,nP4_L_C5.d,2.373,3015454,103136,,,,
Lactic Acid,light,nP4_L_VPA5.d,2.382,2848813,125495,,,,
Lactic Acid,heavy,nP1_H_C1.d,2.389,5381888,193309,,,,
Lactic Acid,heavy,nP1_H_VPA1.d,2.455,2181179,82483,,,,
Lactic Acid,heavy,nP1_H_VPA2.d,2.421,1502848,50576,,,,
Lactic Acid,heavy,nP2_H_C2.d,2.392,4162326,151010,,,,
Lactic Acid,heavy,nP2_H_C3.d,2.39,4003898,157464,,,,
Lactic Acid,heavy,nP2_H_VPA3.d,2.36,1726846,74241,,,,
Lactic Acid,heavy,nP3_H_C4.d,2.363,4495285,165152,,,,
Lactic Acid,heavy,nP3_H_VPA4.d,2.346,2649630,107167,,,,
Lactic Acid,heavy,nP4_H_C5.d,2.396,9545882,381293,,,,
Lactic Acid,heavy,nP4_H_VPA5.d,2.359,1345116,50240,,,,
Lactic Acid,solv,sol1.d,2.776,3945,0,,,,
Lactic Acid,solv,sol2.d,2.258,9762,0,,,,
D-Fructose,mix,nmix1.d,4.035,6173949,416956,948113,63580,22955,
D-Fructose,mix,nmix2.d,4.003,4509916,311142,0,0,0,
D-Fructose,mix,nmix3.d,4.02,2501531,181971,0,57245,0,
D-Fructose,mix,nmix4.d,3.985,1718883,120759,0,0,4642,
D-Fructose,mix,nmix5.d,4.052,1490267,116971,499910,34230,0,
D-Fructose,mix,rnmix1.d,4.005,6186746,409824,0,56045,9995,
D-Fructose,light,nP1_L_C1.d,4.044,4366438,302651,1129062,65099,20280,
D-Fructose,light,nP1_L_VPA1.d,4.049,7758587,509815,812564,64229,10543,
D-Fructose,light,nP2_L_C2.d,4.015,4077091,267408,0,0,41176,
D-Fructose,light,nP2_L_VPA2.d,4.012,7602778,503013,564114,0,9346,
D-Fructose,light,nP3_L_C3.d,4.014,2932580,193643,0,95267,17782,
D-Fructose,light,nP3_L_VPA3.d,4.033,7983884,556370,383216,30101,0,
D-Fructose,light,nP3_L_VPA4.d,4.012,7613741,500390,752018,52955,0,
D-Fructose,light,nP4_L_C4.d,4.048,4209567,305736,0,0,10514,
D-Fructose,light,nP4_L_C5.d,4.028,4233029,282133,0,88731,13961,
D-Fructose,light,nP4_L_VPA5.d,4.021,8824129,589193,416911,29419,0,
D-Fructose,heavy,nP1_H_C1.d,4.044,4286927,318937,0,99518,10417,
D-Fructose,heavy,nP1_H_VPA1.d,4.077,7968777,544847,0,0,1560,
D-Fructose,heavy,nP1_H_VPA2.d,4.076,7031687,468200,0,0,0,
D-Fructose,heavy,nP2_H_C2.d,4.064,4163298,293896,0,135565,21205,
D-Fructose,heavy,nP2_H_C3.d,4.045,4005518,287930,0,0,18063,
D-Fructose,heavy,nP2_H_VPA3.d,4.016,7896101,536040,0,0,0,
D-Fructose,heavy,nP3_H_C4.d,4.035,4227926,301742,0,0,0,
D-Fructose,heavy,nP3_H_VPA4.d,4.001,7298569,501388,614751,47839,5754,
D-Fructose,heavy,nP4_H_C5.d,4.068,4127815,295799,0,0,28334,
D-Fructose,heavy,nP4_H_VPA5.d,4.014,7467456,507316,0,0,14466,
D-Fructose,solv,sol1.d,4.149,0,0,0,0,0,
D-Fructose,solv,sol2.d,4.36,0,0,0,0,0,
Pantothenic Acid,mix,nmix1.d,4.2,88021550,8707357,,,,
Pantothenic Acid,mix,nmix2.d,4.168,80748090,7806042,,,,
Pantothenic Acid,mix,nmix3.d,4.202,71665020,6668624,,,,
Pantothenic Acid,mix,nmix4.d,4.184,57724390,5798145,,,,
Pantothenic Acid,mix,nmix5.d,4.234,52982220,5231276,,,,
Pantothenic Acid,mix,rnmix1.d,4.17,93164060,9411963,,,,
Pantothenic Acid,light,nP1_L_C1.d,4.193,84474510,8541207,,,,
Pantothenic Acid,light,nP1_L_VPA1.d,4.198,93135460,9046201,,,,
Pantothenic Acid,light,nP2_L_C2.d,4.181,70123430,7087312,,,,
Pantothenic Acid,light,nP2_L_VPA2.d,4.178,98532930,9328408,,,,
Pantothenic Acid,light,nP3_L_C3.d,4.18,72180020,7463976,,,,
Pantothenic Acid,light,nP3_L_VPA3.d,4.182,105886400,9962678,,,,
Pantothenic Acid,light,nP3_L_VPA4.d,4.178,89065590,8742935,,,,
Pantothenic Acid,light,nP4_L_C4.d,4.197,88277310,8681251,,,,
Pantothenic Acid,light,nP4_L_C5.d,4.177,74070330,7643544,,,,
Pantothenic Acid,light,nP4_L_VPA5.d,4.186,104359600,9717774,,,,
Pantothenic Acid,heavy,nP1_H_C1.d,4.193,97647260,9701703,,,,
Pantothenic Acid,heavy,nP1_H_VPA1.d,4.209,135508800,12892490,,,,
Pantothenic Acid,heavy,nP1_H_VPA2.d,4.192,121610500,12092650,,,,
Pantothenic Acid,heavy,nP2_H_C2.d,4.213,85684930,8369413,,,,
Pantothenic Acid,heavy,nP2_H_C3.d,4.194,88521470,9200643,,,,
Pantothenic Acid,heavy,nP2_H_VPA3.d,4.181,103033000,9916288,,,,
Pantothenic Acid,heavy,nP3_H_C4.d,4.184,86827970,8727720,,,,
Pantothenic Acid,heavy,nP3_H_VPA4.d,4.183,99488490,9734662,,,,
Pantothenic Acid,heavy,nP4_H_C5.d,4.2,83700080,8574436,,,,
Pantothenic Acid,heavy,nP4_H_VPA5.d,4.18,105974100,10547600,,,,
Pantothenic Acid,solv,sol1.d,5.722,27369,0,,,,
Pantothenic Acid,solv,sol2.d,4.675,0,0,,,,
Taurine,mix,nmix1.d,4.879,82458550,2441671,,,,
Taurine,mix,nmix2.d,4.847,65569180,1948340,,,,
Taurine,mix,nmix3.d,4.88,51932660,1519624,,,,
Taurine,mix,nmix4.d,4.846,46868040,1380703,,,,
Taurine,mix,nmix5.d,4.896,43608100,1255412,,,,
Taurine,mix,rnmix1.d,4.833,90476130,2671691,,,,
Taurine,light,nP1_L_C1.d,4.855,83262670,2482749,,,,
Taurine,light,nP1_L_VPA1.d,4.86,104578200,3089142,,,,
Taurine,light,nP2_L_C2.d,4.843,78335020,2361741,,,,
Taurine,light,nP2_L_VPA2.d,4.856,106015400,3015028,,,,
Taurine,light,nP3_L_C3.d,4.842,0,0,,,,
Taurine,light,nP3_L_VPA3.d,4.86,114298100,3279024,,,,
Taurine,light,nP3_L_VPA4.d,4.84,105270000,2983993,,,,
Taurine,light,nP4_L_C4.d,4.876,80767020,2375271,,,,
Taurine,light,nP4_L_C5.d,4.856,0,0,,,,
Taurine,light,nP4_L_VPA5.d,4.865,102375800,2972150,,,,
Taurine,heavy,nP1_H_C1.d,4.872,96672980,2820562,,,,
